student_id,attendance_percentage,assessment_score,assignment_completion_rate,login_frequency,study_hours,activity_count,communication_score,course_progress_percentage,forum_participation,video_completion_rate,peer_interaction_score,risk_category
STU1361,71.72,44.24,69.07,7.92,13.7,33,51.16,29.51,4,86.79,17.97,High Risk
STU1362,82.43,34.63,72.28,19.31,13.66,14,27.58,66.53,19,62.91,44.07,Medium Risk
STU1363,74.15,32.71,71.24,22.48,7.88,11,36.82,52.49,15,85.64,52.31,High Risk
STU1364,54.48,40.6,51.45,9.56,8.56,20,35.93,86.26,15,45.86,80.08,High Risk
STU1365,93.54,52.24,66.2,22.3,12.44,17,55.95,33.16,18,64.45,52.99,Medium Risk
STU1366,69.15,100.0,40.05,20.11,2.0,26,78.48,53.07,8,66.46,51.07,Medium Risk
STU1367,71.51,55.53,97.26,27.82,6.71,15,47.34,100.0,8,94.98,62.71,Low Risk
STU1368,55.2,68.2,63.93,10.25,13.34,37,5.44,44.33,18,72.57,49.6,High Risk
STU1369,64.02,72.21,60.22,3.71,11.9,7,50.84,59.8,1,100.0,71.21,High Risk
STU1370,56.07,67.36,100.0,9.96,9.48,32,51.56,38.25,0,38.35,94.59,Medium Risk
STU1371,68.89,63.61,45.16,15.67,1.98,12,50.05,35.33,8,70.86,98.82,High Risk
STU1372,100.0,43.48,47.49,14.47,7.8,2,41.2,99.04,19,71.95,56.94,Medium Risk
STU1373,47.31,91.12,48.08,10.85,5.64,22,59.78,68.76,14,81.64,61.74,Medium Risk
STU1374,42.96,97.53,68.64,1.0,9.32,17,56.46,67.94,18,50.11,86.58,Medium Risk
STU1375,98.48,34.71,78.63,17.76,4.76,8,54.45,27.68,0,100.0,52.0,Medium Risk
STU1376,68.23,46.57,84.79,29.78,3.9,3,64.08,72.89,14,68.29,68.58,Medium Risk
STU1377,59.96,59.96,100.0,17.71,0.5,19,45.54,90.46,17,44.08,32.3,Medium Risk
STU1378,90.72,47.64,25.01,18.87,12.89,29,44.3,90.29,1,67.65,48.78,High Risk
STU1379,61.1,74.11,82.17,18.58,6.4,25,85.36,79.7,18,61.11,78.12,Low Risk
STU1380,100.0,51.89,58.86,17.18,8.63,20,67.31,40.15,11,100.0,40.64,Low Risk
STU1381,84.2,100.0,58.27,21.45,7.99,24,73.19,71.89,36,91.1,52.44,Low Risk
STU1382,63.22,86.43,57.6,17.16,3.73,19,81.97,79.69,0,69.09,23.52,Medium Risk
STU1383,100.0,68.83,51.82,11.5,2.96,5,66.57,25.52,22,65.54,95.12,Medium Risk
STU1384,61.1,83.49,100.0,7.63,3.98,5,75.42,40.33,8,88.92,80.26,Low Risk
STU1385,85.36,84.91,86.85,12.01,5.11,17,20.25,84.54,0,89.97,58.76,Low Risk
STU1386,77.39,54.85,70.46,16.51,9.47,18,59.49,84.27,7,3.95,65.15,High Risk
STU1387,95.43,50.31,97.02,11.47,4.82,28,50.98,30.93,14,82.15,62.92,Low Risk
STU1388,100.0,66.41,39.75,16.51,14.99,27,91.91,82.49,20,68.62,82.69,Low Risk
STU1389,72.58,80.51,43.39,17.51,12.11,26,75.41,67.1,25,39.15,44.62,Medium Risk
STU1390,58.44,67.5,26.44,20.67,11.23,17,41.13,82.18,23,87.36,69.65,High Risk
STU1391,80.28,36.61,56.01,24.26,7.52,6,63.2,51.04,4,100.0,76.55,High Risk
STU1392,59.8,50.55,73.23,14.62,14.06,24,58.69,79.19,21,80.25,79.31,Medium Risk
STU1393,100.0,63.67,72.06,3.54,7.13,25,65.0,83.56,15,92.21,9.81,Low Risk
STU1394,74.46,63.64,72.99,11.24,7.87,1,32.59,57.27,6,100.0,43.01,Medium Risk
STU1395,65.42,100.0,41.78,14.35,8.68,11,62.92,65.39,10,49.73,34.62,Medium Risk
STU1396,75.32,40.05,86.06,1.0,10.81,13,49.98,50.73,6,27.13,57.99,High Risk
STU1397,47.75,74.1,74.79,25.11,10.55,21,61.21,100.0,12,82.45,14.68,Low Risk
STU1398,54.51,91.8,84.66,15.14,6.1,11,39.06,62.35,6,62.55,14.09,Medium Risk
STU1399,93.61,100.0,32.14,17.05,5.87,19,42.13,44.72,3,37.77,98.4,Medium Risk
STU1400,60.18,57.72,76.23,24.92,10.56,17,80.82,49.25,15,66.28,67.35,Medium Risk
STU1401,53.16,73.85,46.24,8.96,10.86,18,31.87,67.79,17,84.01,57.42,High Risk
STU1402,81.66,75.26,62.05,18.59,6.43,12,33.49,81.57,10,64.72,62.27,Medium Risk
STU1403,93.34,68.52,80.69,13.12,1.65,13,53.87,35.61,22,50.69,57.93,Low Risk
STU1404,84.94,63.22,71.82,12.53,7.17,9,38.02,100.0,9,63.08,74.95,Medium Risk
STU1405,89.93,72.85,52.97,7.82,10.49,23,35.53,71.79,9,67.57,42.35,Medium Risk
STU1406,58.38,19.42,70.13,27.32,15.22,25,57.31,75.26,17,25.55,58.73,High Risk
STU1407,46.41,77.28,39.37,11.0,3.21,12,21.89,62.86,10,64.86,59.55,High Risk
STU1408,99.02,67.27,93.01,19.6,6.29,35,32.82,65.42,12,38.42,34.06,Low Risk
STU1409,66.19,61.0,65.89,1.0,6.44,16,100.0,61.74,0,82.5,80.54,High Risk
STU1410,67.49,100.0,92.37,23.44,13.42,35,65.11,87.39,12,33.66,46.09,Low Risk
STU1411,95.91,52.85,59.47,22.42,7.86,13,38.58,64.83,0,90.28,75.35,Medium Risk
STU1412,82.01,57.74,59.53,14.78,4.37,1,64.2,81.88,2,59.0,57.3,High Risk
STU1413,80.21,100.0,54.72,12.18,10.23,24,67.48,55.46,1,56.05,87.67,Low Risk
STU1414,100.0,50.02,87.52,17.2,6.38,22,76.88,69.3,3,74.48,34.17,Low Risk
STU1415,60.42,55.1,55.81,32.31,3.1,20,52.2,47.31,7,48.95,33.3,High Risk
STU1416,88.7,62.35,82.89,1.0,4.43,13,76.48,91.76,8,74.13,36.89,Low Risk
STU1417,73.03,80.13,62.35,20.26,14.94,19,10.15,46.66,17,51.89,57.67,Medium Risk
STU1418,76.83,68.74,30.48,6.71,9.54,14,31.76,57.85,13,55.75,85.83,High Risk
STU1419,99.51,41.73,58.59,13.84,8.43,16,58.61,58.07,0,76.92,86.86,Medium Risk
STU1420,81.14,55.42,46.42,12.02,7.0,28,62.25,57.21,12,42.95,8.8,High Risk
STU1421,81.69,54.07,70.68,10.57,9.17,21,34.94,80.89,14,40.18,59.99,Medium Risk
STU1422,91.31,63.61,46.19,13.92,9.12,26,60.71,58.03,9,73.46,0.0,Medium Risk
STU1423,65.43,72.67,88.52,4.93,9.17,17,41.28,95.67,11,67.41,70.9,Low Risk
STU1424,56.89,72.53,68.18,22.23,8.46,16,48.91,46.99,13,71.71,77.36,Medium Risk
STU1425,53.19,33.03,66.45,1.0,11.48,8,77.55,68.73,18,75.21,54.2,High Risk
STU1426,36.61,84.15,83.12,18.32,8.09,16,75.0,47.93,0,69.26,56.68,Medium Risk
STU1427,100.0,69.55,89.28,11.39,4.09,1,33.06,74.26,10,81.38,56.47,Low Risk
STU1428,52.14,89.92,69.6,4.63,5.55,14,31.74,64.65,24,70.14,39.31,Medium Risk
STU1429,68.02,73.0,54.58,15.62,0.5,19,45.95,61.59,23,23.84,63.63,High Risk
STU1430,67.02,84.82,34.52,1.54,16.11,25,54.41,91.15,18,29.55,50.37,High Risk
STU1431,77.53,73.4,56.28,14.32,11.45,17,40.53,50.6,16,100.0,73.61,Medium Risk
STU1432,86.68,89.23,57.66,2.62,4.68,23,77.89,77.9,25,68.0,52.73,Low Risk
STU1433,87.49,74.4,72.14,17.69,6.87,1,62.64,48.08,27,88.91,37.78,Low Risk
STU1434,61.5,63.24,63.1,6.61,5.45,19,63.93,67.48,10,60.39,24.28,High Risk
STU1435,68.99,100.0,83.76,10.39,14.17,3,27.14,38.7,4,66.72,17.72,Medium Risk
STU1436,77.09,81.0,57.74,16.35,2.32,7,80.68,50.42,9,58.03,81.25,Medium Risk
STU1437,67.52,75.33,68.86,7.82,8.46,18,0.0,63.19,36,100.0,45.84,Medium Risk
STU1438,100.0,42.03,93.68,13.54,7.57,32,73.35,100.0,0,73.57,61.77,Low Risk
STU1439,80.84,41.81,76.84,1.89,11.31,23,75.55,67.22,8,56.23,90.66,Medium Risk
STU1440,85.23,70.27,68.8,19.05,7.58,20,45.49,100.0,0,31.67,43.74,Medium Risk
STU1441,83.93,67.62,57.96,28.12,0.97,19,83.0,69.85,12,100.0,42.45,Low Risk
STU1442,93.12,53.95,57.34,36.34,7.0,12,53.61,56.48,2,64.41,52.36,Medium Risk
STU1443,75.26,67.54,52.99,14.73,4.11,14,56.37,98.87,11,84.37,55.59,Medium Risk
STU1444,48.66,93.6,59.18,20.31,8.32,24,62.47,74.61,0,86.83,92.75,Medium Risk
STU1445,79.19,77.52,85.11,1.0,13.74,6,100.0,50.86,16,57.82,86.32,Low Risk
STU1446,60.28,44.46,65.56,26.02,1.04,25,84.58,75.35,21,82.79,67.42,Medium Risk
STU1447,62.48,62.99,43.0,20.21,4.8,16,70.42,58.56,8,54.71,83.99,High Risk
STU1448,82.55,50.51,100.0,10.13,5.79,28,34.92,21.24,10,46.21,51.44,Medium Risk
STU1449,94.29,58.02,76.4,23.9,6.47,29,58.16,85.59,10,93.62,60.98,Low Risk
STU1450,72.38,57.55,41.86,11.96,10.96,3,37.11,89.09,13,64.52,48.97,High Risk
STU1451,77.56,56.4,61.16,10.34,7.31,14,73.09,100.0,11,79.41,29.19,Medium Risk
STU1452,100.0,42.41,72.22,17.8,9.66,11,58.09,74.29,18,77.04,79.08,Low Risk
STU1453,76.33,62.7,100.0,5.49,5.5,1,30.26,59.53,21,82.03,65.63,Medium Risk
STU1454,100.0,54.91,47.84,22.17,8.92,9,56.78,83.37,5,33.76,55.36,Medium Risk
STU1455,82.18,12.27,89.52,5.55,11.11,44,36.31,83.7,9,55.12,54.95,High Risk
STU1456,40.31,100.0,97.99,5.6,5.07,26,58.33,100.0,19,60.86,24.88,Low Risk
STU1457,85.56,84.6,57.43,6.72,11.13,39,36.1,64.02,0,49.71,35.45,Medium Risk
STU1458,78.86,58.23,64.45,20.08,8.21,28,55.6,61.36,0,77.44,61.72,Medium Risk
STU1459,95.22,65.34,49.27,9.07,12.18,12,71.51,49.26,13,94.11,44.42,Medium Risk
STU1460,84.12,43.91,65.93,3.22,7.19,16,53.83,76.82,15,97.59,50.65,Medium Risk
STU1461,69.51,95.52,69.27,9.15,9.52,25,46.4,30.94,6,60.54,52.91,Medium Risk
STU1462,49.96,99.15,83.19,13.74,7.84,24,59.47,82.07,7,74.42,41.35,Low Risk
STU1463,68.24,67.82,91.8,4.55,7.62,14,70.34,77.93,5,77.8,35.64,Low Risk
STU1464,56.69,83.42,55.04,4.79,9.04,4,30.64,77.87,5,81.67,22.75,High Risk
STU1465,61.55,68.16,30.65,30.89,10.15,52,60.73,68.04,17,48.68,52.07,Medium Risk
STU1466,82.59,40.94,69.58,7.12,3.0,18,83.99,98.73,2,100.0,67.37,Medium Risk
STU1467,100.0,57.59,75.87,11.42,13.73,16,67.62,84.18,9,88.38,22.13,Low Risk
STU1468,79.1,67.37,74.99,11.06,0.56,21,56.27,51.64,4,88.96,54.52,Medium Risk
STU1469,50.47,56.82,63.47,10.63,5.26,17,69.07,52.04,0,94.48,60.62,High Risk
STU1470,80.0,61.06,72.5,18.97,7.62,21,64.95,45.65,18,79.75,35.21,Low Risk
STU1471,93.54,63.35,100.0,21.59,9.65,32,71.58,77.13,7,45.4,83.44,Low Risk
STU1472,61.02,63.54,77.63,11.55,14.3,18,10.47,43.0,13,64.94,47.29,High Risk
STU1473,69.59,65.94,62.53,4.11,0.57,8,20.82,88.83,0,31.68,52.97,High Risk
STU1474,72.26,45.91,60.0,24.2,5.97,18,77.11,94.11,6,77.13,51.77,Medium Risk
STU1475,57.87,52.09,66.6,13.24,0.5,15,21.88,45.66,18,64.28,19.58,High Risk
STU1476,83.67,41.88,100.0,27.84,8.13,34,63.83,60.92,32,67.11,75.18,Low Risk
STU1477,69.82,82.6,66.33,1.0,9.09,31,47.25,65.37,0,94.49,35.89,Medium Risk
STU1478,79.55,27.1,69.6,15.56,14.36,21,33.08,84.45,10,57.95,50.27,High Risk
STU1479,56.03,85.76,60.35,29.35,8.48,7,62.69,100.0,15,62.45,66.95,Low Risk
STU1480,64.13,89.95,91.98,11.17,12.18,7,59.42,27.92,7,68.48,84.22,Medium Risk
STU1481,85.0,59.56,100.0,12.2,10.34,20,100.0,58.0,18,27.52,33.4,Low Risk
STU1482,65.29,18.14,79.01,16.36,6.26,23,41.25,59.15,5,62.15,46.07,High Risk
STU1483,100.0,58.5,71.66,9.53,2.36,16,86.68,34.19,13,13.31,82.65,Medium Risk
STU1484,64.81,63.84,70.74,11.5,9.1,15,62.75,54.33,7,55.12,64.27,High Risk
STU1485,76.04,46.81,22.31,11.3,2.03,14,40.46,74.41,21,86.81,68.42,High Risk
STU1486,88.79,55.73,84.9,8.98,13.18,19,72.58,58.87,6,77.84,33.98,Low Risk
STU1487,46.47,92.54,72.68,23.83,7.35,1,67.45,31.02,9,54.91,47.42,High Risk
STU1488,40.31,76.97,78.57,17.69,12.78,8,55.79,100.0,19,68.9,51.64,Medium Risk
STU1489,44.54,48.36,55.77,16.01,6.08,13,60.86,70.86,3,44.35,37.84,High Risk
STU1490,94.73,36.24,62.31,20.47,9.08,32,41.87,67.46,12,67.95,21.51,Medium Risk
STU1491,62.07,59.11,61.78,11.89,8.84,11,36.83,40.85,0,100.0,44.79,High Risk
STU1492,100.0,61.16,90.43,7.81,7.82,21,71.71,70.74,3,100.0,82.09,Low Risk
STU1493,61.84,73.93,62.42,9.18,6.27,22,50.07,61.39,15,69.16,56.18,Medium Risk
STU1494,75.32,55.36,100.0,14.01,9.57,32,53.24,23.45,4,71.52,82.49,Medium Risk
STU1495,99.76,74.21,78.62,5.53,4.3,32,61.16,41.45,7,46.45,58.58,Low Risk
STU1496,100.0,99.83,44.49,10.0,3.16,19,60.84,82.49,15,50.36,39.71,Low Risk
STU1497,100.0,79.68,67.43,9.87,12.97,15,23.55,100.0,7,75.97,80.55,Low Risk
STU1498,93.75,64.13,56.97,31.0,10.91,13,83.3,73.08,18,56.45,59.25,Low Risk
STU1499,90.43,61.7,26.11,1.0,8.26,17,57.67,89.27,13,87.89,74.24,High Risk
STU1500,82.67,58.58,100.0,12.56,14.66,15,50.54,61.57,15,100.0,33.63,Low Risk
STU1501,86.01,86.25,84.06,27.81,6.93,25,64.48,63.1,21,75.32,75.78,Low Risk
STU1502,62.08,53.71,80.66,14.97,13.29,24,60.2,89.0,14,70.24,76.38,Medium Risk
STU1503,57.27,65.81,73.31,20.03,8.7,25,71.88,100.0,24,31.02,60.8,Medium Risk
STU1504,71.94,65.92,42.36,14.8,3.9,32,66.84,93.62,19,84.45,38.86,Medium Risk
STU1505,68.94,55.97,60.33,8.66,15.39,38,70.79,41.54,7,42.84,54.08,High Risk
STU1506,63.84,40.3,86.84,1.0,11.96,21,84.72,63.53,22,58.8,67.23,Medium Risk
STU1507,84.53,70.81,48.98,15.64,7.52,30,74.44,71.11,14,89.11,59.69,Low Risk
STU1508,89.2,63.9,19.36,7.8,10.91,16,51.47,59.29,8,90.65,67.02,High Risk
STU1509,73.59,74.0,65.46,7.6,6.39,31,30.3,73.53,14,57.74,75.24,Medium Risk
STU1510,98.6,55.4,67.16,10.01,11.32,30,91.69,83.05,20,59.0,42.03,Low Risk
STU1511,51.45,86.97,72.71,27.96,0.5,30,49.77,87.06,15,52.61,31.9,Medium Risk
STU1512,68.51,49.22,84.57,33.24,3.92,20,44.59,100.0,26,41.65,54.25,Low Risk
STU1513,59.1,95.82,82.75,15.74,11.92,13,16.79,57.75,20,54.03,48.41,Low Risk
STU1514,38.4,33.54,75.18,10.28,7.0,6,62.45,34.99,16,32.51,70.72,High Risk
STU1515,70.51,72.83,93.91,4.58,8.83,19,58.28,72.88,3,83.03,33.51,Low Risk
STU1516,69.81,73.56,39.62,17.75,2.61,35,21.67,100.0,10,76.68,75.41,Medium Risk
STU1517,99.24,50.68,80.09,28.26,15.39,16,64.97,54.51,12,80.33,82.07,Low Risk
STU1518,83.35,72.64,82.53,12.02,12.76,27,44.04,80.11,17,47.0,55.01,Low Risk
STU1519,53.56,88.03,45.21,1.0,7.2,28,100.0,80.31,17,41.71,56.21,Medium Risk
STU1520,100.0,25.1,39.94,19.36,6.38,17,42.47,69.21,13,69.18,39.65,High Risk
STU1521,93.98,74.05,55.08,21.88,12.12,33,45.43,65.15,12,69.41,44.15,Low Risk
STU1522,82.48,20.12,56.77,1.31,15.93,1,35.75,44.68,17,64.76,46.83,High Risk
STU1523,67.92,47.62,85.07,15.41,11.82,7,83.11,14.8,5,61.63,83.86,High Risk
STU1524,54.73,94.32,57.71,17.61,16.69,10,46.8,40.54,25,100.0,53.56,Low Risk
STU1525,65.3,54.53,52.87,13.42,4.31,11,39.05,56.41,0,77.37,28.56,High Risk
STU1526,91.6,43.87,57.77,7.67,4.72,23,70.55,89.14,23,100.0,60.11,Low Risk
STU1527,100.0,61.44,92.37,22.13,3.24,22,24.63,62.73,11,95.92,71.53,Low Risk
STU1528,99.78,100.0,70.26,10.77,9.77,23,68.75,53.58,20,100.0,54.49,Low Risk
STU1529,63.2,32.03,66.41,2.12,8.7,25,94.19,45.4,14,44.36,84.38,High Risk
STU1530,51.85,46.08,67.8,1.0,7.39,10,67.47,79.45,14,81.05,70.55,High Risk
STU1531,74.54,91.95,95.84,24.09,11.24,7,69.03,94.88,16,58.5,34.02,Low Risk
STU1532,40.17,98.44,55.02,18.93,12.93,23,74.14,88.4,18,31.41,43.97,Medium Risk
STU1533,77.82,63.14,96.31,14.7,1.9,13,92.61,78.34,9,100.0,59.52,Low Risk
STU1534,69.34,42.7,74.21,10.48,5.61,4,81.62,32.54,20,61.54,21.68,High Risk
STU1535,63.61,100.0,66.79,9.77,11.28,29,64.67,57.26,3,44.79,61.73,Medium Risk
STU1536,43.3,93.7,100.0,5.39,6.13,33,74.89,100.0,11,58.88,19.77,Low Risk
STU1537,81.24,77.22,48.89,10.55,4.81,35,35.51,89.68,18,50.48,75.47,Medium Risk
STU1538,62.41,50.38,62.93,1.0,12.07,21,72.08,31.17,19,52.74,73.15,High Risk
STU1539,50.94,64.12,45.35,8.11,2.84,26,32.88,63.78,15,63.12,65.1,High Risk
STU1540,20.3,62.11,89.05,11.51,6.79,33,46.93,72.99,8,100.0,41.48,High Risk
STU1541,71.5,70.96,100.0,18.88,9.31,13,0.0,48.23,19,53.34,58.4,Medium Risk
STU1542,100.0,91.12,100.0,13.68,5.7,31,63.83,14.2,6,100.0,44.73,Low Risk
STU1543,100.0,80.83,94.48,20.36,11.13,22,40.83,67.17,26,86.67,34.38,Low Risk
STU1544,63.77,45.61,66.05,24.79,5.72,29,79.45,47.67,11,76.72,48.23,Medium Risk
STU1545,61.16,89.78,62.7,22.47,13.63,21,63.58,47.76,0,84.46,68.97,Medium Risk
STU1546,80.44,70.64,36.58,17.76,7.5,32,79.73,57.2,2,68.3,55.88,Medium Risk
STU1547,54.03,77.37,100.0,14.09,10.69,22,31.16,62.06,12,96.29,84.01,Low Risk
STU1548,77.43,91.4,79.38,6.15,10.98,5,77.84,64.8,13,80.47,70.32,Low Risk
STU1549,85.79,44.99,60.16,19.92,5.49,34,100.0,45.55,27,31.38,68.17,Medium Risk
STU1550,94.08,64.36,96.56,27.44,0.5,10,71.81,60.16,3,74.52,22.82,Low Risk
STU1551,70.2,55.43,50.54,16.74,9.44,32,72.39,26.34,12,85.25,49.3,High Risk
STU1552,68.33,36.78,78.13,29.34,8.29,19,58.73,71.84,3,61.64,33.71,Medium Risk
STU1553,56.2,71.24,66.55,1.8,10.22,31,43.46,2.16,8,70.78,51.34,High Risk
STU1554,57.12,100.0,82.77,4.77,7.09,31,71.75,58.63,25,54.52,41.13,Low Risk
STU1555,67.92,31.88,68.73,20.84,6.28,24,21.87,85.22,2,37.69,47.45,High Risk
STU1556,78.61,64.42,40.98,16.11,16.03,25,45.81,41.69,16,33.89,76.22,High Risk
STU1557,88.44,76.53,71.51,24.51,2.11,24,16.04,80.76,15,34.18,64.5,Low Risk
STU1558,57.54,67.22,90.98,13.88,10.94,1,39.52,90.43,11,82.72,75.14,Medium Risk
STU1559,98.87,62.96,69.42,7.06,5.7,21,69.12,0.0,16,13.21,22.99,High Risk
STU1560,67.12,41.61,85.5,12.29,6.66,8,66.12,61.67,2,53.34,56.16,High Risk
STU1561,71.62,69.19,49.09,1.74,6.73,21,56.12,1.73,25,51.16,74.33,High Risk
STU1562,58.55,51.38,69.47,4.97,4.79,8,58.75,62.4,27,61.79,85.13,High Risk
STU1563,28.36,25.58,57.51,21.78,10.28,8,13.51,64.84,12,27.16,24.04,High Risk
STU1564,87.91,86.5,84.94,20.98,13.56,36,46.8,10.38,31,76.89,47.97,Low Risk
STU1565,85.26,82.25,70.63,16.9,9.88,30,40.01,100.0,8,39.99,75.68,Low Risk
STU1566,66.94,65.93,83.8,1.0,8.41,19,40.5,71.29,15,92.91,51.15,Medium Risk
STU1567,73.21,69.12,91.75,11.13,4.05,21,68.19,46.32,23,54.32,36.79,Low Risk
STU1568,81.29,84.34,83.83,4.2,10.07,17,36.07,97.24,8,65.9,24.0,Low Risk
STU1569,43.87,69.04,75.46,23.41,16.63,25,41.7,25.5,0,68.08,36.03,High Risk
STU1570,62.48,81.27,50.04,9.33,6.48,13,9.08,37.96,0,73.37,21.22,High Risk
STU1571,86.3,59.65,69.94,5.31,6.5,29,48.53,14.41,28,68.81,56.17,Medium Risk
STU1572,49.42,88.62,59.34,14.24,5.76,17,31.07,100.0,7,58.6,72.93,High Risk
STU1573,77.28,70.77,63.12,8.88,6.04,15,56.74,72.31,10,75.55,29.78,Medium Risk
STU1574,47.58,68.49,62.51,25.87,0.5,20,34.08,79.51,3,78.26,60.15,High Risk
STU1575,80.4,42.14,50.4,8.12,9.62,14,57.3,71.62,19,51.17,71.91,High Risk
STU1576,71.36,70.17,30.85,2.81,4.62,23,51.82,77.62,5,77.38,54.95,High Risk
STU1577,42.93,50.02,56.64,1.0,1.56,14,91.78,66.72,8,94.22,22.79,High Risk
STU1578,92.97,53.51,73.87,13.75,11.01,24,65.94,70.96,14,83.53,62.72,Low Risk
STU1579,58.78,50.32,43.04,9.5,3.67,32,14.53,67.37,3,88.51,53.91,High Risk
STU1580,57.42,45.81,70.31,2.57,6.65,12,27.17,51.61,10,71.78,51.87,High Risk
STU1581,75.61,100.0,100.0,23.51,13.87,18,56.21,63.97,23,47.4,44.06,Low Risk
STU1582,92.68,88.96,90.46,19.34,2.36,24,34.54,71.02,15,50.19,56.74,Low Risk
STU1583,53.72,99.57,100.0,13.77,1.87,15,0.0,67.43,13,75.04,65.2,Low Risk
STU1584,73.11,42.99,77.82,24.91,9.08,24,84.69,32.49,13,88.74,100.0,Medium Risk
STU1585,79.72,66.28,93.35,19.3,12.6,25,70.84,35.41,8,100.0,57.25,Low Risk
STU1586,84.48,41.72,55.52,7.42,1.7,30,66.46,88.82,27,89.6,85.22,Medium Risk
STU1587,75.18,52.48,57.11,5.69,9.63,13,41.64,58.25,5,42.25,62.16,High Risk
STU1588,65.39,48.47,15.22,20.54,10.32,10,64.41,77.86,13,51.12,53.01,High Risk
STU1589,57.1,87.31,93.72,17.17,0.5,16,39.5,40.97,12,100.0,57.97,Low Risk
STU1590,73.55,57.87,100.0,15.36,11.19,10,59.51,32.59,20,63.28,30.57,Low Risk
STU1591,52.7,84.23,58.94,7.23,11.51,25,34.75,46.44,20,69.05,61.12,High Risk
STU1592,19.42,75.87,64.92,18.86,6.75,8,88.36,60.1,11,46.87,15.16,High Risk
STU1593,79.86,100.0,54.92,7.96,13.01,43,20.45,50.37,14,100.0,37.75,Low Risk
STU1594,88.27,38.37,77.65,13.18,12.55,32,82.11,93.47,14,79.01,57.2,Low Risk
STU1595,29.47,87.67,92.5,25.58,8.41,20,55.86,68.95,0,50.96,78.88,Medium Risk
STU1596,53.82,85.64,35.14,8.71,6.19,28,44.23,100.0,0,46.14,83.61,High Risk
STU1597,83.14,47.48,78.19,1.42,4.11,3,58.67,73.9,7,74.76,50.27,High Risk
STU1598,100.0,83.13,64.47,5.58,7.85,45,71.13,11.92,7,68.97,58.11,Low Risk
STU1599,72.37,71.05,72.27,21.95,10.28,14,85.07,88.23,2,86.31,74.69,Low Risk
STU1600,58.9,60.91,79.18,16.04,6.7,18,61.89,31.79,17,80.03,28.41,Medium Risk
STU1601,68.71,50.17,66.24,12.97,0.5,1,35.4,70.07,12,62.18,63.09,High Risk
STU1602,96.75,52.06,67.93,9.93,13.07,24,56.22,47.96,10,56.04,38.44,Medium Risk
STU1603,60.37,100.0,65.72,17.88,8.76,8,94.97,100.0,1,64.48,51.56,Low Risk
STU1604,57.61,65.01,89.41,7.21,6.48,21,84.65,96.67,11,55.89,45.82,Medium Risk
STU1605,63.31,79.08,78.38,16.45,11.43,14,74.99,48.68,0,65.14,63.71,Medium Risk
STU1606,54.84,50.76,74.41,8.15,14.1,9,72.51,62.2,10,68.36,66.01,High Risk
STU1607,74.21,50.96,44.58,6.82,0.5,11,70.39,70.38,12,48.25,72.82,High Risk
STU1608,100.0,84.48,62.43,8.9,9.74,22,80.49,84.0,13,81.87,61.96,Low Risk
STU1609,77.82,40.71,87.97,11.0,2.29,7,44.95,65.64,0,59.85,58.43,High Risk
STU1610,67.46,57.53,70.75,13.61,10.0,12,25.19,42.45,13,49.48,92.08,High Risk
STU1611,66.75,65.61,83.19,15.88,8.51,26,56.52,49.21,3,60.26,24.51,Medium Risk
STU1612,43.86,67.0,100.0,1.0,10.54,46,37.01,64.9,5,73.33,88.91,Medium Risk
STU1613,87.9,61.78,90.77,7.54,6.0,24,31.79,92.16,17,69.83,49.2,Low Risk
STU1614,70.6,72.12,71.86,10.87,0.51,10,39.15,74.41,28,77.29,66.42,Medium Risk
STU1615,68.75,77.47,59.78,26.04,6.2,16,100.0,47.98,12,87.76,48.49,Low Risk
STU1616,100.0,78.22,18.93,5.36,9.63,20,57.99,79.26,5,96.71,40.95,Medium Risk
STU1617,77.38,47.26,66.63,15.3,12.06,16,62.96,56.49,13,74.28,64.69,Medium Risk
STU1618,58.47,59.89,63.48,25.96,3.31,29,28.11,84.59,19,44.47,75.84,High Risk
STU1619,64.33,86.51,77.81,3.5,12.11,22,14.44,100.0,16,62.08,64.46,Low Risk
STU1620,92.67,81.1,66.92,17.15,5.41,29,36.98,57.11,33,45.9,44.16,Low Risk
STU1621,74.04,40.29,63.59,7.58,9.45,16,86.64,82.64,6,100.0,100.0,Medium Risk
STU1622,46.11,71.33,34.41,9.96,5.96,33,62.35,48.6,14,100.0,78.97,High Risk
STU1623,88.55,29.39,51.2,7.58,8.73,18,68.17,62.53,24,82.31,73.67,High Risk
STU1624,59.97,65.84,79.53,8.15,11.57,10,71.25,65.65,23,86.89,47.94,Medium Risk
STU1625,100.0,99.16,100.0,35.78,3.09,41,41.99,60.74,0,73.52,42.5,Low Risk
STU1626,91.44,47.94,68.05,20.76,5.28,1,85.54,100.0,11,76.05,49.4,Low Risk
STU1627,63.95,49.98,76.56,22.81,8.74,12,41.08,58.25,23,32.86,76.63,High Risk
STU1628,95.06,78.75,89.05,17.94,17.61,13,85.94,77.91,35,66.37,35.19,Low Risk
STU1629,73.22,37.23,53.78,1.15,4.55,45,64.73,22.54,17,48.61,33.64,High Risk
STU1630,87.35,53.61,77.34,17.16,16.16,38,15.64,74.5,9,74.19,65.79,Low Risk
STU1631,80.73,75.74,55.19,22.58,16.02,34,38.54,90.13,3,66.69,61.38,Low Risk
STU1632,56.77,53.58,87.3,7.17,7.61,16,15.73,53.39,29,100.0,39.59,Medium Risk
